,text,gender,category
4258,"worked him, that he understood. he took it as his master's will that matt",1,work
4259,of mr. allworthy; and indeed he did all in his power to insinuate,1,achievement
4260,where he has carried on his business as a builder for many years. ,1,work
4261,"and that he had absolute power over the country in front,",1,achievement
4262,for more of his work was all he received.  he had gone hungry two,1,work
4263,``i have been working him even now to abandon,1,work
4264,power to give weight to their resentment.  the moment women get,0,achievement
4265,"took place in the evenings, in the company of ladies; women",0,work
4266,"""drums, knives, and tops,"" said mr. hsin. he was being paid by",1,work
4267,"danglars had ordered her horses, and had left home in the",0,home
4268,than he would have to pay if fortunes were absolutely equal;,1,work
4269,capable person usually finds his place.  when work of importance is,1,work
4270,weeps and prays in the long silent nights--how she tries,0,achievement
4271,"contrived rollers, invented a tool by which his power was",1,achievement
4272,"peery and the tap i worked for him langsyne, for i was a",1,work
4273,"would perhaps work forty-two quarter hours, if he could obtain",1,work
4274,"was played, and that the power he was supposed to hold was no longer",1,achievement
4275,mansion or preserved among the family papers); and to which he,1,home
4276,work of other eminent heretics; he acknowledged that very many,1,work
4277,"how was it that this man who had had so few advantages, was so much better",1,achievement
4278,"<p>followed his work amain, and christian again took courage,",1,work
4279,"popular, the successful toad!'  he got so puffed up with conceit",1,achievement
4280,cold-blooded business in which he had been concerned but even more for,1,work
4281,to serenade her in recognition of her successful work,0,work
4282,"insured--or beat him as he comes home from his club at night, or ",1,home
4283,"and that if the civil authorities by whom he was accompanied, ",1,achievement
4284,"french exercise, and tried the same sort of game on his sister,",1,achievement
4285,him for a fortnight the wages that were owing him.  i had for a,1,work
4286,women took up work as a temporary makeshift or to piece out a,0,work
4287,"from the rope, and now carried in his hand; and making no effort",1,achievement
4288,of the kings honour. the trades of this kingdome which by his,1,work
4289,"his master's absence, and had paid for him with his own money",1,work
4290,"and common-sense business habits, which made their noblest men not",1,work
4291,"honourable and the truth-loving he tried to practise on, regarding",1,achievement
4292,"towards his left hand, to have a plan of the place, fasten'd up with two or",1,achievement
4293,"they did so, and he brought them home by the very",1,home
4294,"funeral honors were paid to his memory, the more memorable orations being",1,work
4295,"saying, his knights are better men than he--",1,achievement
4296,"reid.  i will tell the company what he did say, one of these days.",1,work
4297,last ship to keep the captain's watch; better than he,1,achievement
4298,your own arrangement that ulysses came home and took his revenge,1,home
4299,beauty?  had she not family and position?  had she,0,home
4300,his domestic quiet. but though this circumstance perhaps made him,1,home
4301,a poor eye-servant; the work committed to him will be _mis_done.  every,1,work
4302,"borrowed of another, to whom he pays the interest, and is",1,work
4303,"previous.  the old mate noticed the attention she paid to it, and,",0,work
4304,<p>emma was sorry;--to have to pay civilities to a person she did,0,work
4305,and hence he is able to accomplish a greater amount of work in a given time,1,work
4306,for it was not quite agreeable to one accustomed to work his own way,1,work
4307,"management. the wages allowed him by consumers, for the trouble",1,work
4308,"his energy, skill, and genius, he established the trade upon a new",1,work
4309,to pay it to him without any delay.  so as i always,1,work
4310,he loved.  his plan of action was this.  he was to make his way,1,achievement
4311,"she listened at eugenie's door, and hearing no sound tried",0,achievement
4312,and his wife would have together sufficient to maintain a family,1,home
4313,mrs. andersen had brought home with her only her bed-,0,home
4314, depended on military pay for subsistence; he created a force,1,work
4315,persuade her that it would be better to be married at once,0,achievement
4316,an instrument. for the service he paid $25 weekly.,1,work
4317,"and a party of men tried to break into his house in the middle of the night,",1,achievement
4318,as throw up his business to benefit his fellow-creatures.,1,work
4319,'he is in london now.  it seems that he has run up on business for,1,work
4320,within the deep these men god's works,1,work
4321,security that he will try the question between them in a court of,1,achievement
4322,"lieutenant.  ""but i should like to pay him off, all the same, for",1,work
4323,"men and women. let me try if i cannot manage to get a look at them.""",1,achievement
4324,"downright nuisance, and strive by all means in his power to get",1,achievement
4325,to make his company fully comprehend where and what he was about.,1,work
4326,"comprehended the capabilities of the ground, and he began working the",1,work
4327,"circumstances, steelkilt systematically built the plan of his revenge.",1,achievement
4328,at last i got the better of him.  he left off clanking it.  that,1,achievement
4329,returned it would be in his power easily to prove it.,1,achievement
4330,"<p>`constable!' said mr verloc, with no more effort than if he were whispering;",1,achievement
4331,"zaemon knew he had done the work that he had promised, and was",1,work
4332,to work under a high pressure of steam.  he was awake all over.,1,work
4333,reckless drinking. and just at that time his wife's family received,1,home
4334,"caused him to preach true doctrine, that is, to use his power",1,achievement
4335,man nowadays can evade his share of work and live on the toil of,1,work
4336,"""will it not be better that she should keep the resentment of the",0,achievement
4337,"is not forced, her work not done from necessity;",0,work
4338,"his illustrious family, has a natural authority over all the",1,achievement
4339,galley and then lost them.  mr. franklin tried to pacify him with,1,achievement
4340,"when his day's work was done, went out together to fly the great",1,work
4341,"    shall live the lease of nature, pay his breath",1,work
4342,asked his son. `that curiously historic worn-out family with its ghostly,1,home
4343,"price enough to pay for an abel of that sort.  anyhow, he wouldn't",1,work
4344,"bears himself; for as the leader is, so will his followers",1,achievement
4345,doorway. she calls her children home in their dark language. high wall:,0,home
4346,"the highest, mankind pay him the tribute of their admiration;",1,work
4347,pay an occasional tribute of fruits and flowers to the governor. her,0,work
4348,"at home in languid melancholy and suspense, fixing her mind on",0,home
4349,<p>talking volubly.&nbsp; when he strode by they paid no attention to him.,1,work
4350,"to the family vault?  he shivered a little, remembering",1,home
4351,value. this survey was unfavourable. he had gone into trade for no commercial,1,work
4352,<p>could overcome her unwillingness to be in her company again.,0,work
4353,"mouchards; the tickets of entree, and men in black; and how plan of evasion",1,achievement
4354,"works in his front, and came up also and assumed command over",1,work
4355,she heard her mother quickly recapitulating all the details of the plan,0,achievement
4356,"to succeed where he, with his anxious well-meant overtures, had so",1,achievement
4357,fortified his soul with iron.  such calmness is a mightier effort,1,achievement
4358,"won a great deal, but he did not take up his winnings, and after",1,achievement
4359,"no arsacid had won it before, he returned covered with glory, and",1,achievement
4360,duty to study that i might help him the better in his great works. ,1,achievement
4361,home himself.  so strongly did they appeal to his sanguine,1,home
4362,himself no sort of good with his moans; he knows better than,1,achievement
4363,"increase the real wealth of the landlord, his power of purchasing",1,achievement
4364,brockton; he neglects business to potter. what we,1,work
4365,"mind she would make a better collar-button, and",0,achievement
4366,"""i never see a child improve in her work as",0,work
4367,pockets.  and the business he used to take such pride,1,work
4368,"    who pays before, but not when he does owe it.",1,work
4369,"the highest authority of the city, and obtained his permission to hold a",1,achievement
4370,"i tried to get at his evidence, but it was very little.  he",1,achievement
4371,he had half worked out what mrs. henry's meaning must be; but he,1,work
4372,"talked to prevent her from thinking, and worked for a",0,work
4373,"  being come home to her owne house, away shee sent the olde pandresse",0,home
4374,the great business and occupation of our lives. she only points,0,work
4375,"""dinna ye hear me mention that i intended to take a try at him",1,achievement
4376,"chaise, and drove away without looking up, i understood her better",0,achievement
4377,absorption of a dozen sandwiches.  he first tried to get some,1,achievement
4378,"paid out for a day's lodging he became uneasy, and finally took a",1,work
4379,"men must proceed on a different plan from that which has been followed,",1,achievement
4380,she tried going barefooted; she was always getting bruised or cut,0,achievement
4381,brother b. wrote to his lawyer to dispose of the business in the,1,work
4382,"that power had turned his head, and he would not be satisfied till",1,achievement
4383,instead he was much surprised to learn that they were working for,1,work
4384,"business afoot, for he padded beside me with never a glance to",1,work
4385,thought it a wise way of arranging his family life. his family,1,home
4386,"hammer him into it, if he be of a better kind, as you would a piece",1,achievement
4387,"and he did it better than any of his daughters, dear old gentleman. ",1,achievement
4388,"``speak it,'' she said, ``to win my",0,achievement
4389,their daily work the faculty he had called together. the students,1,work
4390,"that place, that he stopped altogether.  he tried again.",1,achievement
4391,brawl and was forced to flee. the general who succeeded him,1,achievement
4392,"<p>the majority of these men believe that the fundamental interests of employees and employers are necessarily antagonistic scientific management, on the contrary, has for its very foundation the firm conviction that the true interests of the two are one and the same; that prosperity for the employer cannot exist through a long term of years unless it is accompanied by prosperity for the employee, and vice versa; and that it is possible to give the workman what he most wants high wages and the employer what he wants a low labor cost -- for his manufactures. </p>",1,work
4393,"city, when mr dorrit appeared at any of them on his business taking",1,work
4394,"stowed away, after his grimy work is done, in a hole in the",1,work
4395,"an official, a servant, a teacher minds his business and performs his duty",1,work
4396,"he had better held -- aye, better bit, his tongue,",1,achievement
4397,"is to try and make him ready for anything.""</dd>",1,achievement
4398,the power of another mans wit or experience. but because all men and,1,achievement
4399,"  soc. do you see, meno, what advances he has made in his power of",1,achievement
4400,he won two thousand; and so alternately he made as light of,1,achievement
4401,"by a powerful shove, sent his frail bark directly into the",1,achievement
4402,business to reckon up the several sorts of those men which the,1,work
4403,"the winds, and the enemy had won with contemptuous ease.  her",0,achievement
4404,"'no indeed,' he replied, 'for the power which i leave to them will",1,achievement
4405,"walked over the course, as he and his family owned half the town, and votes",1,home
4406,"his ministers, but delegates his full authority to every one,",1,achievement
4407,"suffered his communications to do their work in the minds of the people,",1,work
4408,families whom he had ruined--the sons whom he had,1,home
4409,"bear him company to the door again, and sometimes peep into the street.",1,work
4410,and the hunger had grown from the perpetual effort demanded by her,0,achievement
4411,"troops into the open, but he succeeded only in drawing their fire. ",1,achievement
4412,"tried to paint her.  poor iffield with his sample of that error,",1,achievement
4413,"<p>""it doth -- anybody that is of lofty birth; and the better if he be",1,achievement
4414,control flung to the winds.  i was to see this amazing man in a,1,achievement
4415,"he would move with a better grace, and cherish higher thoughts to ",1,achievement
4416,"therefore, he began to try whether mr. chuzzlewit gave any promise of becoming",1,achievement
4417,"he had made a great effort to retire into himself some years ago,",1,achievement
4418,"the fact, or marking, of ""noting"" in his treatise on political economy",1,work
4419,"interesting.""  she tried to recall the image of the world as a",0,achievement
4420,"of the tropics, and man has no such knowledge: but as our domestic animals,",1,home
4421,"my nerves for some time after, he said, 'one had better be palsied",1,achievement
4422,"gratified, for he was of a common family and",1,home
4423,"he said, ""and you thought you were the success.  but i have succeeded",1,achievement
4424,like.  then we concentrate all our efforts to putting in our man,1,achievement
4425,"business then, but that if i would come home to his house after ",1,home
4426,and he spread out his arms the better to view it.,1,achievement
4427,"and softly, and his better half very quickly and loudly, he rarely",1,achievement
4428,"of authority and assertiveness had gone, his masterful stride had",1,achievement
4429,"to win his grace, and have him for my sire.",1,achievement
4430,half a pailful. but the poor fellow tried in vain to drown his woe.,1,achievement
4431,"  to be uncovered, before a man of power and authority, or before",1,achievement
4432,"evident law of nature, that no man ought to weaken that power the",1,achievement
4433,"     a man must always live by his work, and his wages must at",1,work
4434,"<p>&nbsp;she, his dolly, forever fussing and worrying over household details,",1,home
4435,"hard work proved too much for him, and he lay down to",1,work
4436,"it was in vain for the doctor in his easy-chair, to try to lead the",1,achievement
4437,"""well, she ought to know better than to want to go out alone.""",0,achievement
4438,"job is for blenkiron - and you.  somehow he has made a bad break,",1,work
4439,"idea this summer.  ""good lord"" -- said he, ""a man that has to work",1,work
4440,appealed to his mother whether boys were not better than girls. ,1,achievement
4441,"man can live by faith alone, the faith must be in the power of ",1,achievement
4442,pausing he advanced to the home of the girl. ,1,home
4443,had beckoned to him; rich companies had whispered `be a beadle!' but he,1,work
4444,analytically and ours of labor synthetically? i can give him the satisfaction.....,1,work
4445,because he does believe that this is a real power external to him and,1,achievement
4446,power over vitellius except to put him to death. caesar did not,1,achievement
4447,"he was away in london, doing well.  paul would be working in nottingham. ",1,work
4448,around after a person to get him to pay for.  and that's a coffin.,1,work
4449,"at home and never tired of reading them. `of course,' he said, `there were",1,home
4450,"by the river, i found a party of men working with a cider-press.  i ",1,work
4451,a home for amelia and his father.  jos was a soft fellow,1,home
4452,"<p>two first-class laborers were selected, men who had proved themselves to be physically powerful and who were also good steady workers. these men were paid double wages during the experiments, and were told that they must work to the best of their ability at all times, and that we should make certain tests with them from time to time to find whether they were ""soldiering"" or not, and that the moment either one of them started to try to deceive us he would be discharged. they worked to the best of their ability throughout the time that they were being observed. </p>",1,work
4453,"<p>it is not here claimed that any single panacea exists for all of the troubles of the working-people or of employers. as long as some people are born lazy or inefficient, and others are born greedy and brutal, as long as vice and crime are with us, just so long will a certain amount of poverty, misery, and unhappiness be with us also. no system of management, no single expedient within the control of any man or any set of men can insure continuous prosperity to either workmen or employers. prosperity depends upon so many factors entirely beyond the control of any one set of men, any state, or even any one country, that certain periods will inevitably come when both sides must suffer, more or less. it is claimed, however, that under scientific management the intermediate periods will be far more prosperous, far happier, and more free from discord and dissension. and also, that the periods will be fewer, shorter and the suffering less. and this will be particularly true in any one town, any one section of the country, or any one state which first substitutes the principles of scientific management for the rule of thumb. </p>",1,achievement
4454,bear within his breast a better mind than now he bears.,1,achievement
4455,"to be working hard, with the perspiration standing on his forehead, ",1,work
4456,"give time to the debtor, we can better comprehend his position in",1,achievement
4457,"his family and to the city entrusted to him, and of himself- not",1,home
4458,"stands in front of her rush-bottomed chair, the old family bible",0,home
4459,way. before the idea of going home he would grow desperately stiff and,1,home
4460,<p>&nbsp;&nbsp; 'and what business have you here?' she continued. 'it is,0,work
4461,working as a common carpenter at the repairs of the benches.  he,1,work
4462,"no sly man of business contriving a snare,",1,work
4463,"was rapidly doubling the revenue, and he had succeeded in replacing",1,achievement
4464,my arm. i tried to say that i had never seen the dead man in his lifetime,1,achievement
4465,"scorn for scorn--or, better still, which raises him above earth's foul",1,achievement
4466,home with a proud heart to his mother.  i happened to be daunrin' by,1,home
4467,<p>`then she'd better have the dog-cart. does she go far?',0,achievement
4468,"account of our better knowledge that the man is already dead, is in reality",1,achievement
4469,"which attacked his authority and person, a more candid judge will",1,achievement
4470,"the germans, and they crowded to pay him court, for he was untainted",1,work
4471,old line of business in the mediterranean.  with his wonted distrust,1,work
4472,the rank of caesar.  his death was immediately succeeded by the,1,achievement
4473,and almost succeeded in dismissing them from her thoughts.,0,achievement
4474,"picturesque, is at an end.  men spread now, with the whole power",1,achievement
4475,"the interest of money; that is, to pay less interest. if he",1,work
4476,"the little old village beside its icebound lake, but his business was",1,work
4477,argument. he worked round the circle again to self-justification.,1,work
4478,"is not a man would dare work there, without a dog to",1,work
4479,way of viewing things; but i like her the better for seeing clearly at,0,achievement
4480,"of a friend, who tried to persuade him that after the",1,achievement
4481,"put them on at night, in order that if he should try while asleep",1,achievement
4482,yes! yes! yes! he would create proudly out of the freedom and power of,1,achievement
4483,"his eyes, still smiling, glittered with effort and exasperation as",1,achievement
4484,home they brought her warrior dead:,0,home
4485,    mr dale was advancing in years: he had no son to succeed him;,1,achievement
4486,to ride and dress before he goes into company again. with a happy flow,1,work
4487,removed his family to woolwich.  after being elected and sworn,1,home
4488,"my labor then, if thou his place supply,",1,work
4489,"exacting from seuthes our pay. whether he like it or no, let him pay",1,work
4490,"        i was in his company for about an hour, but find it impossible",1,work
4491,hard by. a neighbour passed on her way home from morning service at the,0,home
4492,"position, or in the quality of the work he is obliged to do, or simply",1,work
4493,"all his brain, muscle, backing, nerve, influence, and family ",1,home
4494,roderick went to work and spent a month shut up in his studio;,1,work
4495,"""well, as nearly as i can figure it out, he works for one",1,work
4496,"fixed upon me solemnly, all the power of his body",1,achievement
4497," the remains of his people to the powerful instincts of nature,",1,achievement
4498,"made something his work remains (for the noble is lasting), but for",1,work
4499,<p>him better. well may he eschew the calm of domestic life; it is not,1,home
4500,in battle. the younger leader turned his head to lick a wound on his shoulder.,1,achievement
4501,have a known right to sovereign power is so popular a quality as he,1,achievement
4502,"<p>you a better fate, miss price, than to be the wife of a man",1,achievement
4503,"her efforts to induce me to go to england, but all she could say was",0,achievement
4504,believe also that he will be successful who directs his actions,1,achievement
4505,"father full of grief, her relations indignant, the authorities all",0,achievement
4506,"his own parts of the country, according to the authority he had",1,achievement
4507,"(66) (1.) as belonging to his nature, and being, as it were, part of him;             e.g the power",1,achievement
4508,for it is only necessary to keep her company and to call her wife.  ,0,work
4509,control over her emotions.,0,achievement
4510,"it wouldn't be a bad idea to go home for help.  so she started home,",0,home
4511,"for our household wants by the toil of her own hands. we two, in the estimation",0,home
4512,it is the sovereign power that obliges men to obey them. for the,1,achievement
4513,"'it could be done,' he said.  'you'd better leave that entirely to",1,achievement
4514,acquainted with trade and the arts of getting money.  he was,1,work
4515,fallen from the arbiter of macfarlane's destiny to his paid,1,work
4516,could get something and then work up.  what would he say then?,1,work
4517,"that i have it in my power to convey, if he would only listen, is",1,achievement
4518,amused him to work off in little refinements of conversation. but he,1,work
4519,"were kind, almost affectionate.  he seemed to have won peace of",1,achievement
4520,"something of a scholar, tried me first in french, where he easily",1,achievement
4521,<p>&nbsp;his plan of campaign was beginning to be evident. he would use,1,achievement
4522,"look about her, and learn how to feel at home in her new quarters. the",0,home
4523,"of the high families in the archipelago, and traces his descent to ",1,home
4524,with no good knight an i saw him busy about to win,1,achievement
4525,"he was a grecian lad, who coming home",1,home
4526,"as of a woman merely, one who tried",0,achievement
4527,them farewell and returned to his own home again. what became,1,home
4528,"the merry monarch, having got rid of his parliament, went to work ",1,work
4529,"  ``they say,'' he observed, ``that king's chaff is better than",1,achievement
4530,"edict, i hereby deprive him of all power to work",1,work
4531,"passes through a thousand imaginary scenes, tries his courage,",1,achievement
4532,he would not be much the better for the mother. for the mother's? i think,1,achievement
4533,"<p>he tried to make a tunnel, but there was nowhere to put the earth. his",1,achievement
4534,"then he made an effort to rise, and being upheld by his",1,achievement
4535,"he had paid (before he came to us) to the family lawyer, at hampstead.",1,home
4536,"<p>was in the company a notable, sharp-witted fellow, a mean man",1,work
4537,"<p>with his family at lyme for the winter; of their being therefore,",1,home
4538,"she resumed, `hadn't they better be anything than grow up crippled, crippled",0,achievement
4539,slightest appearance of effort or constraint. she played upon the,0,achievement
4540,worked hard all day at winding up the yarn her elder,0,work
4541,"bath and of general pulteney, by whom he succeeded to a large",1,achievement
4542,"he make you pay the poll-tax every year?""",1,work
4543,"him to a neighbour.  'father will soon be home with us for good,",1,home
4544,might be doing to some one besides his family and himself;,1,home
4545,and the power of man was baffled and brought to an end.  so the,1,achievement
4546,an answer; a discretion that her controlled stillness had after an instant,0,achievement
4547,he was in a sweat to get to the indian ocean right off and go to work on,1,work
4548,of love - and no other power could win philip from his personal reserve.,1,achievement
4549,when he tried to sit down there was no room for him. i looked at the master,1,achievement
4550,"business journey to taunton, tom had been invited by his half-",1,work
4551,"powers of sorcery, he tried to see his riches through space and",1,achievement
4552,better or worse off by any act of his own. if he were industrious,1,achievement
4553,"10,000 l. in this loan: he pays in his 1500 l. and receives his",1,work
4554,"him, all men will become honest, rich and pious. can anything better",1,achievement
4555,of those employed in the works passed him on their return from breakfast;,1,work
4556,"  the meeting was at an end, and on reaching home pierre felt as if he",1,home
4557,"his nostrils expanding, his ears working back and forth, trying",1,work
4558,"a peasant, let him take the layout; i can do better with a menagerie, and",1,achievement
4559,"his family is provided for.""",1,home
4560,carrying home his bride. luxman overhears two owls talking,1,home
4561,coeratadas and helixus. his mission was to obtain pay for the soldiers,1,work
4562,at all times of night or day. men succeeded one another. they spoke in,1,achievement
4563,  he tried to remember whether he had not done anything else that,1,achievement
4564,reasons and was growingly aware of them; they seemed to him better,1,achievement
4565,"sally, to explain her business more distinctly, when the magistrate,",0,work
4566,"as if we had any authority to release them, or he to order us to do",1,achievement
4567,"working at his trade of a mathematical-instrument maker, at the",1,work
4568,"<p>`here's the pony run right off his legs, and me obliged to come home",1,home
4569,"when asked how he felt upon the ill success of his tragedy, he",1,achievement
4570,thought of having a separate business of his own.  son-in-law or,1,work
4571,"<p>intractable savages, unless he had power to improve them, i greatly",1,achievement
4572,"him, and wasn't it natural also that i should try to speak to him as",1,achievement
4573,ye spread and span like the catholic man who hath mightily won,1,achievement
4574,occasion on which he had followed me home at night.,1,home
4575,"had left home began again to overtake her, and she remembered that",0,home
4576,that her parents offering her whatsoever remained in their power to,0,achievement
4577,"prevented from being bad. he has, it is thought, a powerful",1,achievement
4578,"for his right hand i'll pay him back an head.""",1,work
4579,"his day's work in his master's absence, and was very desirous of finishing",1,work
4580,young officers' wives who used to try to make her talk to them,0,achievement
4581,"but 'e works 'em, works 'em, works 'em till he feels 'em take the bit;",1,work
4582,into the family fund.  in the midst of his genuine sorrow he,1,home
4583,"in a washing-tub, and shared supper with the family than she fell into",0,home
4584,tell him my gladness at meeting him and that he must come right home,1,home
4585,it be clearly seen that there were no better men to choose. the consul,1,achievement
4586,"thought.  ""i wonder george hasn't taught him better",1,achievement
4587,find industry and honesty. i believe that a man who would employ,1,work
4588,"leaves her home and bares her limbs and lets her robe float free, to",0,home
4589,"rival, who, depending on the success of his private negotiations,",1,achievement
4590,has a thorough knowledge of christian doctrine he had better leave,1,achievement
4591,"in a feeble, disjointed manner, of plans he would carry out when he `got",1,achievement
4592,"as it seemed only to increase, he made an effort to combat it;",1,achievement
4593,"home to her friends: they were farming folks a good way off, and",0,home
4594,well from it for the success of the arduous mission with which he meant,1,achievement
4595,and the divine looking to their leader mind. some of his ordinances,1,achievement
4596,"the acting governor, i duly paid my rent to taniera.  he was ",1,work
4597,"domestic arms, and the levity of syria would prefer even a female",0,home
4598,considered the hardest worker in the whole village. he had three,1,work
4599,"she had better be amused. flower-shows, operas, balls--there was a whole",0,achievement
4600,"piteous yelping. i had better luck! he passed on, entered his chamber,",1,achievement
4601,efforts at self-control closed his mouth together as a vice.  his,1,achievement
4602,"strangers, and the slaves. from the plan he lays down we plainly",1,achievement
4603,was a work of genius.  she had even written some verses about it.,0,work
4604,"and tearing a serpent in his talons, a domestic monument of the",1,home
4605,"suppose he got one, should he prove the better man?",1,achievement
4606,"passed, and meyerbeer's hard work fully brought out his genius, as",1,work
4607,better than the chalcedonian giant; he can put a whole company of,1,work
4608,"<p>""i have been accustomed to more exercise, ma'am, than i take here,"" she said.  ""might i go into the garden, and try what the air will do for me?""",0,achievement
4609,maddening one. but at last he thought he saw his chance. he tried to,1,achievement
4610,sent his apostles and his seventy disciples with authority to,1,achievement
4611,"""that's home as well as true, master,"" replied his",1,home
4612,"such small jobs personally, but for me he would do so.  i thanked",1,work
4613,i should make her pay dearly for _all this_.,0,work
4614,he was so full of his work that he did not feel,1,work
4615,"that he was working himself up with its contents, to make an end of me.",1,work
4616,revolving still what pretext he might try,1,achievement
4617,"regular.  and then with a last effort her eyes, her glorious loving",0,achievement
4618,around and worked his limp while nat was painting up,1,work
4619,"poet, and will surpass him who tries to be one relying upon his",1,achievement
4620,try to imagine what the thickness of her plates should be to,0,achievement
4621,"to outwit them, and for this reason he did not stop the work of",1,work
4622,"which is the better and which is the worse; and so he will choose,",1,achievement
4623,to leave publick life as he who has long tried it and known it,1,achievement
4624,the man been dowered with better health.,1,achievement
4625,"to meet an opponent worthy of his fame.  descended of a noble family in liege,",1,home
4626,victorious achievement in that field where he is a master.,1,achievement
4627,"the working and growing young women of carlisle, from the age of",0,work
4628,"nor the resolution to get the better of him, and yet she would have an",0,achievement
4629,"brought to a successful issue, as he did many of his other adventures,",1,achievement
4630,"tried to catch him, he would use his knife to better",1,achievement
4631,soldiers alone were of importance to his power or safety. their,1,achievement
4632,"prosperity, he was unfortunate at home from the profligacy of his",1,home
4633,"who worked beside him in the fields, or passed,",1,work
4634,he succeeded in finding the remains of it.,1,achievement
4635,"through one of the main streets, he saw a company of the great going",1,work
4636,"valley near his house.  also, he tried planting fat roots and other",1,achievement
4637,make d better satisfied with his flesh and blood in a silk ,1,achievement
4638,young men of the camp are already ranging over the surrounding hills. each family then drives,1,home
4639,"the figures, or mistaken: that man still looked like a very powerful labourer,",1,achievement
4640,and obedient to the leader of his tribe; for these qualities are common,1,achievement
4641,"nor any power of them outside. his intention was, in the first",1,achievement
4642,that no matter what other name i tried to give her i just thought,0,achievement
4643,he could no longer work to advantage. i remember that during the whole,1,work
4644,parting salutation.  he thought rogers might try to,1,achievement
4645,she fell to work accordingly on a carving in low relief of flowers and,0,work
4646,"<p>would listen quietly, could read his list of the families",1,home
4647,"a better match,' said vronsky, setting his chest straight and walking about",1,achievement
4648,succeeded to his post as master shipbuilder at chatham.  he was,1,achievement
4649,"right himself in their opinion, nothing better occurred to the man",1,achievement
4650,"his doom.  he decided to pay $9,500 to the agent whom they said",1,work
4651,work to intrench himself with a view to holding the position he,1,work
4652,of the artisan from his wife and family leads to very undesirable,1,home
4653,--'that she was a perfect woman--' had better be fifty leagues off--or in,0,achievement
4654,"valiant earl, with a bold company of her best and noblest, to",0,work
4655,for her business and had got on in the world.,0,work
4656,to subdue. i looked at him. i measured his robust frame and powerful proportions;,1,achievement
4657,he had tried all the sources that seemed open,1,achievement
4658,"indeed, when the vigor she put into her work was more of a relief",0,work
4659,to marry; and in seeking a reconciliation with the longbourn family he,1,home
4660,he could work it in south america.  i don't know what he's,1,work
4661,power in another way and conquer the fatal destiny itself. he come out,1,achievement
4662,meant for girls then cousin tom?' but she had better,0,achievement
4663,sword.  it is plain that he can admit no divided control of the ,1,achievement
4664,"bogucharovo at his expense, and a priest was paid to teach reading and",1,work
4665,higher than would be the work of five men completed in five days;,1,work
4666,i have noticed in him may be due to these. i try to persuade myself that,1,achievement
4667,though i cannot help thinking that his talents would have been better,1,achievement
4668,"had given his words of command to the remaining invalids, who tried to",1,achievement
4669,power on earth could veil his glances; the heat and the infinite,1,achievement
4670,"of his, no work of his, could save him from this separation.  he",1,work
4671,"of quotit&eacute;, which each pays in the ratio of his consumption, while",1,work
4672,"powerful than that of his companion, had his own anxious subjects",1,achievement
4673,strict economy of vespasian was the source of his magnificence. ,1,work
4674,before going out to his afternoon's work; labour which his master had planned,1,achievement
4675,whose company was much sought in middlemarch by young men understood,1,work
4676,"he had lately pursued, turned worthless beside her; such success as",1,achievement
4677,played cards with the lad; he had followed him home from the,1,home
4678,drunkenness he was more melancholy still. he tried to divert himself,1,achievement
4679,<p>in that clear space almayer worked at his table not far from a,1,work
4680,"    in the steadiness of his industry and frugality, in his",1,work
4681,"avonlea he had won the reputation of being an odd person. . .""a crank,""",1,achievement
4682,the admirable dr. johnson.  but finding nothing better to his,1,achievement
4683,and i believed he would not make much effort to hold vicksburg.,1,achievement
4684,demeanour; proud of his successful struggle with the difficulties,1,achievement
4685,him he showed his teeth and backed away. not one succeeded in laying a,1,achievement
4686,"first making it your business to ascertain[13] his defences, the",1,work
4687,"he paid me nothing, and was not over free with the meat and ",1,work
4688,"ten years of his office as he pleases, on his return home let him go",1,home
4689,it was far too late to do as she had planned (after inquiring how alice,0,achievement
4690,his previous efforts in the way of rush and clatter. ,1,achievement
4691,while porthos was calling for help with all the power of his strong,1,achievement
4692,"are not safe just now, he says, and you'd better have a companion.'",1,achievement
4693,unconnected with the sherry trade whom he remembered by the,1,work
4694,"the other. the poor man pays more than the rich because providence, to",1,work
4695,watch with hopeful anxiety the event of his success or failure.,1,achievement
4696,"<p>do not you think, miss elliot, we had better try to get him to bath?""",1,achievement
4697,"    maid be married, but she shall pay to me her maidenhead ere they",0,work
4698,"found no one to talk to, so she tried to read. finding she could not become",0,achievement
4699,"try irony or any other shuffle, in order that he might avoid",1,achievement
4700,"from what she said last night, i suspect that if i'm to succeed at all,",0,achievement
4701,but magically dictated--by what power they cared not to define.  his,1,achievement
4702,casterbridge street as a man who had seen better days.,1,achievement
4703,"cents, for two men working three hours and a half. eight and",1,work
4704,"him lose his job.  show me, and we'll talk business with you.""",1,work
4705,"it was somewhere indoors, so he worked out all the cubic space of",1,work
4706,"<p>that she was the only girl in company for you to notice,",0,work
4707,worked most clearly when he walked alone.  every mental,1,work
4708,"<p>and yet, still, he was damned and doomed to the old effort at serious",1,achievement
4709,"try as i may, i cannot read her feelings towards me.  if there is love,",0,achievement
4710,"belong to them through merit; all you men have won your places, not by",1,achievement
4711,he would try to call to him.,1,achievement
4712,worked up that he dares to curse all who pervert his gospel. would to god,1,work
4713,"night, or asking for their company in his walk, he sallied",1,work
4714,"imagine his amazement when one day, as he was at work in his studio,",1,work
4715,"extent of his territory, then in the number, art, and industry of",1,work
4716,of the pack or slashed at them with his fangs when they ambitiously tried,1,achievement
4717,oliver becomes better acquainted with the characters of his new,1,achievement
